epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,9613.5,1.48442,1.20893,0.01341,0.61104,0.61887,0.64416,0.37107,1.37555,1.48573,0.01501,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9757.81,1.48612,1.20524,0.01338,0.61768,0.63254,0.64442,0.36892,1.37477,1.48304,0.015,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9902.73,1.47717,1.1895,0.01332,0.62414,0.61307,0.64293,0.36885,1.37522,1.47918,0.015,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,10047.2,1.47423,1.18028,0.01329,0.62224,0.596,0.6434,0.36833,1.37227,1.48001,0.01493,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,10190.7,1.46861,1.17552,0.01321,0.62909,0.59395,0.64568,0.37071,1.37484,1.47479,0.01498,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,10334.8,1.46989,1.16782,0.0132,0.67823,0.5802,0.64803,0.37172,1.37449,1.47396,0.01497,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,10480.1,1.46649,1.15742,0.01315,0.59653,0.60119,0.65351,0.37604,1.37519,1.47038,0.01498,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,10624.3,1.45803,1.1486,0.01301,0.61153,0.61754,0.64831,0.3727,1.37543,1.46746,0.01497,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,10769.2,1.45465,1.12245,0.01289,0.62473,0.62775,0.6501,0.37322,1.37464,1.46437,0.01497,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,10913.8,1.45079,1.13092,0.01306,0.63186,0.61376,0.64972,0.37562,1.37536,1.46221,0.01496,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,11059.3,1.44752,1.11993,0.0129,0.62941,0.61264,0.64735,0.37438,1.37706,1.458,0.01497,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,11202.2,1.44024,1.10932,0.01286,0.63213,0.6048,0.64491,0.37354,1.37752,1.45508,0.01498,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,11347.6,1.42836,1.1008,0.01272,0.6387,0.58931,0.64528,0.37397,1.37713,1.45394,0.01498,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
